Object_Type,Name,Latitude,Longitude
Bike Rack,Bike Rack on FLINDERS ST (1225); it's a U Shape type,138.6017896,-34.9269823
Bike Rack,Bike Rack on FLINDERS ST (1225); it's a U Shape type,138.6017465,-34.92698453
Bike Rack,Bike Rack on FLINDERS ST (1225); it's a U Shape type,138.6016883,-34.92698338
Bike Rack,Bike Rack on PRINCE ALFRED LN (1653); it's a U Shape type,138.6007666,-34.92651152
Bike Rack,Bike Rack on PRINCE ALFRED LN (1653); it's a U Shape type,138.6007675,-34.92652096
Bike Rack,Bike Rack on PRINCE ALFRED LN (1653); it's a U Shape type,138.6007684,-34.92653141
Bike Rack,Bike Rack on PRINCE ALFRED LN (1653); it's a U Shape type,138.6007653,-34.92650073
Bike Rack,Bike Rack on PIRIE ST (1385); it's a U Shape type,138.6008648,-34.92583648
Bike Rack,Bike Rack on PIRIE ST (1385); it's a U Shape type,138.6009151,-34.92583469
Bike Rack,Bike Rack on PIRIE ST (1385); it's a U Shape type,138.6008299,-34.92576034
Bike Rack,Bike Rack on PIRIE ST (1385); it's a U Shape type,138.6007938,-34.92576299
Bike Rack,Bike Rack on PIRIE ST (1385); it's a U Shape type,138.6008053,-34.92576254
Bike Rack,Bike Rack on RUNDLE ST (1420); it's a U Shape type,138.6100775,-34.9224142
Bike Rack,Bike Rack on VAUGHAN PL (1670); it's a U Shape type,138.6088636,-34.92201762
Bike Rack,Bike Rack on EBENEZER PL (1700); it's a U Shape type,138.6096324,-34.92301176
Bike Rack,Bike Rack on EBENEZER PL (1700); it's a U Shape type,138.6096151,-34.9230125
Bike Rack,Bike Rack on EBENEZER PL (1700); it's a U Shape type,138.6095978,-34.92301324
Bike Rack,Bike Rack on EBENEZER PL (1700); it's a U Shape type,138.6095804,-34.92301507
Bike Rack,Bike Rack on EBENEZER PL (1700); it's a Circular type,138.6095658,-34.9230137
Bike Rack,Bike Rack on EBENEZER PL (1700); it's a U Shape type,138.6095031,-34.92301904
Bike Rack,Bike Rack on EBENEZER PL (1700); it's a U Shape type,138.6094898,-34.92302095
Bike Rack,Bike Rack on EBENEZER PL (1700); it's a U Shape type,138.6094765,-34.92302185
Bike Rack,Bike Rack on EBENEZER PL (1700); it's a U Shape type,138.6094578,-34.92302257
Bike Rack,Bike Rack on EBENEZER PL (1700); it's a U Shape type,138.6094419,-34.92302334
Bike Rack,Bike Rack on CHARLES ST (1168); it's a U Shape type,138.6034891,-34.92259361
Bike Rack,Bike Rack on CHARLES ST (1168); it's a U Shape type,138.6034897,-34.92262862
Bike Rack,Bike Rack on CHARLES ST (1168); it's a U Shape type,138.6034848,-34.92256905
Bike Rack,Bike Rack on CHARLES ST (1168); it's a U Shape type,138.6034882,-34.92261139
Bike Rack,Bike Rack on GRENFELL ST DSC (1257); it's a U Shape type,138.6010344,-34.9242086
Bike Rack,Bike Rack on GRENFELL ST DSC (1257); it's a U Shape type,138.6010516,-34.92420759
Bike Rack,Bike Rack on KING WILLIAM ST ASC (1301); it's a U Shape type,138.5996405,-34.92244493
Bike Rack,Bike Rack on GRENFELL ST ASC (2019); it's a U Shape type,138.6042514,-34.92425831
Bike Rack,Bike Rack on GRENFELL ST ASC (2019); it's a U Shape type,138.6042056,-34.92425808
Bike Rack,Bike Rack on GRENFELL ST DSC (1257); it's a U Shape type,138.6022176,-34.92435222
Bike Rack,Bike Rack on GRENFELL ST ASC (2019); it's a U Shape type,138.6022402,-34.92435219
Bike Rack,Bike Rack on GRENFELL ST ASC (2019); it's a U Shape type,138.6002908,-34.92445701
Bike Rack,Bike Rack on GRENFELL ST ASC (2019); it's a U Shape type,138.6002468,-34.9244548
Bike Rack,Bike Rack on CBS ST (1588); it's a Steel Slot type,138.6002544,-34.92487083
Bike Rack,Bike Rack on CBS ST (1588); it's a Steel Slot type,138.6002839,-34.92486872
Bike Rack,Bike Rack on CBS ST (1588); it's a Steel Slot type,138.6003173,-34.92486938
Bike Rack,Bike Rack on CBS ST (1588); it's a Steel Rail type,138.6008512,-34.92502863
Bike Rack,Bike Rack on CBS ST (1588); it's a Steel Rail type,138.6009036,-34.92502562
Bike Rack,Bike Rack on CBS ST (1588); it's a Steel Rail type,138.6007938,-34.92503422
Bike Rack,Bike Rack on GRENFELL ST ASC (2019); it's a U Shape type,138.6012251,-34.92449335
Bike Rack,Bike Rack on GRENFELL ST ASC (2019); it's a U Shape type,138.6012246,-34.92450982
Bike Rack,Bike Rack on GRENFELL ST ASC (2019); it's a U Shape type,138.6012259,-34.92447957
Bike Rack,Bike Rack on GRENFELL ST ASC (2019); it's a U Shape type,138.6012247,-34.92446474
Bike Rack,Bike Rack on GRENFELL ST ASC (2019); it's a U Shape type,138.6012246,-34.92452396
Bike Rack,Bike Rack on BENT ST (1135); it's a U Shape type,138.6071061,-34.923889
Bike Rack,Bike Rack on GRENFELL ST (2017); it's a U Shape type,138.6070934,-34.92388934
Bike Rack,Bike Rack on GRENFELL ST (2017); it's a U Shape type,138.6070286,-34.92389681
Bike Rack,Bike Rack on GRENFELL ST (2017); it's a U Shape type,138.6070306,-34.92388272
Bike Rack,Bike Rack on GOUGER ST (1250); it's a U Shape type,138.5941858,-34.93032704
Bike Rack,Bike Rack on MORPHETT ST 1 (1350); it's a U Shape type,138.5938682,-34.93029893
Bike Rack,Bike Rack on MORPHETT ST 1 (1350); it's a U Shape type,138.5938754,-34.93028086
Bike Rack,Bike Rack on HINDLEY ST (1273); it's a U Shape type,138.5992408,-34.9230644
Bike Rack,Bike Rack on PEEL ST (1378); it's a U Shape type,138.5982349,-34.92434774
Bike Rack,Bike Rack on CARRINGTON ST (1160); it's a U Shape type,138.603404,-34.93143712
Bike Rack,Bike Rack on CARRINGTON ST (1160); it's a U Shape type,138.603432,-34.93143527
Bike Rack,Bike Rack on NORTH TCE ASC (2003); it's a U Shape type,138.6007491,-34.92163377
Bike Rack,Bike Rack on NORTH TCE ASC (2003); it's a U Shape type,138.6006428,-34.92163705
Bike Rack,Bike Rack on NORTH TCE ASC (2003); it's a U Shape type,138.6004382,-34.92164916
Bike Rack,Bike Rack on NORTH TCE ASC (2003); it's a U Shape type,138.5955503,-34.92187935
Bike Rack,Bike Rack on NORTH TCE ASC (2003); it's a U Shape type,138.5949298,-34.92192208
Bike Rack,Bike Rack on NORTH TCE ASC (2003); it's a U Shape type,138.5955274,-34.92188142
Bike Rack,Bike Rack on KING WILLIAM ST ASC (1301); it's a U Shape type,138.5997372,-34.92344209
Bike Rack,Bike Rack on KING WILLIAM ST ASC (1301); it's a U Shape type,138.5997364,-34.92346966
Bike Rack,Bike Rack on KING WILLIAM ST ASC (1301); it's a U Shape type,138.5997389,-34.92349595
Bike Rack,Bike Rack on CURRIE ST ASC (1193); it's a U Shape type,138.5988062,-34.92453687
Bike Rack,Bike Rack on CURRIE ST ASC (1193); it's a U Shape type,138.5991018,-34.92453632
Bike Rack,Bike Rack on CURRIE ST ASC (1193); it's a U Shape type,138.5992735,-34.92451411
Bike Rack,Bike Rack on MARKET ST (1328); it's a U Shape type,138.5974082,-34.93039771
Bike Rack,Bike Rack on MARKET ST (1328); it's a U Shape type,138.5974111,-34.93042602
Bike Rack,Bike Rack on GRENFELL ST ASC (2019); it's a U Shape type,138.6027191,-34.92434818
Bike Rack,Bike Rack on GRENFELL ST ASC (2019); it's a U Shape type,138.6028436,-34.92433718
Bike Rack,Bike Rack on GRENFELL ST ASC (2019); it's a U Shape type,138.6028059,-34.92433862
Bike Rack,Bike Rack on ARCHER ST (1117); it's a U Shape type,138.5959608,-34.90731783
Bike Rack,Bike Rack on ARCHER ST (1117); it's a U Shape type,138.5959073,-34.90733209
Bike Rack,Bike Rack on OCONNELL ST DSC (1366); it's a U Shape type,138.5961842,-34.90722363
Bike Rack,Bike Rack on OCONNELL ST DSC (1366); it's a Art Rack type,138.5961005,-34.90697596
Bike Rack,Bike Rack on WRIGHT ST (1507); it's a U Shape type,138.5968598,-34.93161231
Bike Rack,Bike Rack on WRIGHT ST (1507); it's a U Shape type,138.5968885,-34.93161468
Bike Rack,Bike Rack on COMPTON ST (1184); it's a U Shape type,138.5967911,-34.93154361
Bike Rack,Bike Rack on MARKET ST (1328); it's a U Shape type,138.5973961,-34.93095429
Bike Rack,Bike Rack on MARKET ST (1328); it's a U Shape type,138.5973926,-34.93094045
Bike Rack,Bike Rack on VARDON AVE (1694); it's a U Shape type,138.6098507,-34.92295043
Bike Rack,Bike Rack on VARDON AVE (1694); it's a U Shape type,138.6099029,-34.92294803
Bike Rack,Bike Rack on HUTT ST (1286); it's a Circular type,138.6121209,-34.92671876
Bike Rack,Bike Rack on HUTT ST (1286); it's a Circular type,138.6121243,-34.92683313
Bike Rack,Bike Rack on HUTT ST (1286); it's a Circular type,138.6121237,-34.92685232
Bike Rack,Bike Rack on PIRIE ST (1385); it's a U Shape type,138.6100944,-34.92531657
Bike Rack,Bike Rack on PIRIE ST (1385); it's a U Shape type,138.6101585,-34.92531423
Bike Rack,Bike Rack on PIRIE ST (1385); it's a U Shape type,138.6103224,-34.92530465
Bike Rack,Bike Rack on PIRIE ST (1385); it's a U Shape type,138.6103688,-34.92530376
Bike Rack,Bike Rack on PIRIE ST (1385); it's a U Shape type,138.6095064,-34.92534782
Bike Rack,Bike Rack on PIRIE ST (1385); it's a U Shape type,138.6095641,-34.92534346
Bike Rack,Bike Rack on EAST TCE DSC (2020); it's a U Shape type,138.6107935,-34.92349557
Bike Rack,Bike Rack on EAST TCE DSC (2020); it's a U Shape type,138.6107968,-34.92343777
Bike Rack,Bike Rack on UNION ST (1477); it's a U Shape type,138.6085213,-34.92268501
Bike Rack,Bike Rack on RUNDLE ST (1420); it's a U Shape type,138.6075788,-34.92265675
Bike Rack,Bike Rack on BENT ST (1135); it's a U Shape type,138.6075493,-34.92270021
Bike Rack,Bike Rack on EBENEZER PL (1700); it's a U Shape type,138.6088095,-34.92292324
Bike Rack,Bike Rack on CURRIE ST ASC (1193); it's a U Shape type,138.5893843,-34.92501523
Bike Rack,Bike Rack on CURRIE ST ASC (1193); it's a U Shape type,138.5894196,-34.9250135
Bike Rack,Bike Rack on CARRINGTON ST (1160); it's a U Shape type,138.6032089,-34.93143562
Bike Rack,Bike Rack on HALIFAX ST (1263); it's a U Shape type,138.6119323,-34.93223366
Bike Rack,Bike Rack on HALIFAX ST (1263); it's a U Shape type,138.6119632,-34.93223273
Bike Rack,Bike Rack on HALIFAX ST (1263); it's a U Shape type,138.6119888,-34.93223026
Bike Rack,Bike Rack on HALIFAX ST (1263); it's a U Shape type,138.6120069,-34.93223215
Bike Rack,Bike Rack on HALIFAX ST (1263); it's a U Shape type,138.6120289,-34.93222654
Bike Rack,Bike Rack on JERNINGHAM ST (1293); it's a U Shape type,138.6057603,-34.90775199
Bike Rack,Bike Rack on JERNINGHAM ST (1293); it's a U Shape type,138.6057421,-34.9077326
Bike Rack,Bike Rack on JERNINGHAM ST (1293); it's a U Shape type,138.6057301,-34.90771163
Bike Rack,Bike Rack on JERNINGHAM ST (1293); it's a U Shape type,138.6057119,-34.90768712
Bike Rack,Bike Rack on JERNINGHAM ST (1293); it's a U Shape type,138.6056978,-34.9076661
Bike Rack,Bike Rack on GOUGER ST (1250); it's a U Shape type,138.5966105,-34.93021167
Bike Rack,Bike Rack on GOUGER ST (1250); it's a U Shape type,138.5966277,-34.93021067
Bike Rack,Bike Rack on GOUGER ST (1250); it's a U Shape type,138.5967551,-34.93020036
Bike Rack,Bike Rack on GOUGER ST (1250); it's a U Shape type,138.5967752,-34.93019874
Bike Rack,Bike Rack on GOUGER ST (1250); it's a U Shape type,138.5966515,-34.93020807
Bike Rack,Bike Rack on GOUGER ST (1250); it's a U Shape type,138.5967273,-34.93020318
Bike Rack,Bike Rack on GOUGER ST (1250); it's a U Shape type,138.5966761,-34.93020586
Bike Rack,Bike Rack on GOUGER ST (1250); it's a U Shape type,138.5967007,-34.93020467
Bike Rack,Bike Rack on NORTH TCE ASC (2003); it's a U Shape type,138.5917722,-34.92207506
Bike Rack,Bike Rack on NORTH TCE ASC (2003); it's a U Shape type,138.591791,-34.92207409
Bike Rack,Bike Rack on NORTH TCE ASC (2003); it's a U Shape type,138.5918098,-34.92207648
Bike Rack,Bike Rack on NORTH TCE ASC (2003); it's a U Shape type,138.5913565,-34.92212278
Bike Rack,Bike Rack on NORTH TCE ASC (2003); it's a U Shape type,138.5906716,-34.92215966
Bike Rack,Bike Rack on NORTH TCE ASC (2003); it's a U Shape type,138.5906469,-34.92216725
Bike Rack,Bike Rack on NORTH TCE ASC (2003); it's a U Shape type,138.5901405,-34.92217671
Bike Rack,Bike Rack on NORTH TCE ASC (2003); it's a U Shape type,138.5901741,-34.92217469
Bike Rack,Bike Rack on MELBOURNE ST (1336); it's a U Shape type,138.6080384,-34.90657662
Bike Rack,Bike Rack on MELBOURNE ST (1336); it's a U Shape type,138.6080691,-34.9065619
Bike Rack,Bike Rack on MELBOURNE ST (1336); it's a U Shape type,138.6080926,-34.90654523
Bike Rack,Bike Rack on MELBOURNE ST (1336); it's a U Shape type,138.6083298,-34.90660525
Bike Rack,Bike Rack on MELBOURNE ST (1336); it's a U Shape type,138.6083625,-34.90659256
Bike Rack,Bike Rack on RUNDLE ST (1420); it's a U Shape type,138.607016,-34.92265929
Bike Rack,Bike Rack on RUNDLE ST (1420); it's a U Shape type,138.610554,-34.92237695
Bike Rack,Bike Rack on RUNDLE ST (1420); it's a U Shape type,138.6105251,-34.92238035
Bike Rack,Bike Rack on RUNDLE ST (1420); it's a U Shape type,138.6073515,-34.92252413
Bike Rack,Bike Rack on RUNDLE ST (1420); it's a U Shape type,138.6070058,-34.92254211
Bike Rack,Bike Rack on RUNDLE ST (1420); it's a Circular type,138.6068735,-34.92254148
Bike Rack,Bike Rack on EBENEZER PL (1700); it's a U Shape type,138.6092219,-34.92292174
Bike Rack,Bike Rack on EBENEZER PL (1700); it's a U Shape type,138.6092324,-34.92292276
Bike Rack,Bike Rack on EBENEZER PL (1700); it's a U Shape type,138.6088621,-34.92301192
Bike Rack,Bike Rack on EBENEZER PL (1700); it's a U Shape type,138.6088355,-34.92301056
Bike Rack,Bike Rack on FLINDERS ST (1225); it's a U Shape type,138.6079697,-34.92687703
Bike Rack,Bike Rack on FLINDERS ST (1225); it's a U Shape type,138.6078232,-34.92688022
Bike Rack,Bike Rack on FLINDERS ST (1225); it's a U Shape type,138.6077117,-34.92689148
Bike Rack,Bike Rack on FLINDERS ST (1225); it's a U Shape type,138.6069257,-34.92693381
Bike Rack,Bike Rack on FLINDERS ST (1225); it's a Circular type,138.6068862,-34.92693493
Bike Rack,Bike Rack on FLINDERS ST (1225); it's a U Shape type,138.6067118,-34.9269506
Bike Rack,Bike Rack on HUTT ST (1286); it's a U Shape type,138.612562,-34.93299931
Bike Rack,Bike Rack on HUTT ST (1286); it's a U Shape type,138.612516,-34.93298158
Bike Rack,Bike Rack on HUTT ST (1286); it's a U Shape type,138.6125467,-34.9329916
Bike Rack,Bike Rack on HUTT ST (1286); it's a U Shape type,138.6125306,-34.93298388
Bike Rack,Bike Rack on NORTH TCE ASC (2003); it's a U Shape type,138.610436,-34.92113098
Bike Rack,Bike Rack on NORTH TCE ASC (2003); it's a U Shape type,138.6088951,-34.92121975
Bike Rack,Bike Rack on NORTH TCE ASC (2003); it's a U Shape type,138.6088608,-34.92121908
Bike Rack,Bike Rack on NORTH TCE ASC (2003); it's a U Shape type,138.60339,-34.92150557
Bike Rack,Bike Rack on NORTH TCE ASC (2003); it's a U Shape type,138.6033494,-34.92149939
Bike Rack,Bike Rack on JERNINGHAM ST (1293); it's a U Shape type,138.6057207,-34.90770036
Bike Rack,Bike Rack on PIRIE ST (1385); it's a U Shape type,138.6022464,-34.9255999
Bike Rack,Bike Rack on PIRIE ST (1385); it's a U Shape type,138.6022696,-34.92559721
Bike Rack,Bike Rack on PIRIE ST (1385); it's a U Shape type,138.6023003,-34.92559781
Bike Rack,Bike Rack on PIRIE ST (1385); it's a U Shape type,138.602331,-34.92559607
Bike Rack,Bike Rack on PIRIE ST (1385); it's a U Shape type,138.6008167,-34.9257621
Bike Rack,Bike Rack on PIRIE ST (1385); it's a U Shape type,138.600902,-34.92583511
Bike Rack,Bike Rack on GRENFELL ST (2017); it's a Art Rack type,138.6107016,-34.92394563
Bike Rack,Bike Rack on GRENFELL ST (2017); it's a Art Rack type,138.6106298,-34.92394422
Bike Rack,Bike Rack on EBENEZER PL (1700); it's a U Shape type,138.6094757,-34.92255361
Bike Rack,Bike Rack on RUNDLE ST (1420); it's a U Shape type,138.6092161,-34.92257275
Bike Rack,Bike Rack on RUNDLE ST (1420); it's a U Shape type,138.6084261,-34.92258327
Bike Rack,Bike Rack on RUNDLE ST (1420); it's a U Shape type,138.6084016,-34.92258481
Bike Rack,Bike Rack on RUNDLE ST (1420); it's a U Shape type,138.6083763,-34.92258498
Bike Rack,Bike Rack on RUNDLE ST (1420); it's a U Shape type,138.6083239,-34.92258866
Bike Rack,Bike Rack on RUNDLE ST (1420); it's a U Shape type,138.6083492,-34.92258781
Bike Rack,Bike Rack on RUNDLE ST (1420); it's a Art Rack type,138.6076351,-34.92265583
Bike Rack,Bike Rack on RUNDLE ST (1420); it's a U Shape type,138.6068573,-34.92266503
Bike Rack,Bike Rack on RUNDLE ST (1420); it's a U Shape type,138.6069124,-34.9226559
Bike Rack,Bike Rack on RUNDLE ST (1420); it's a U Shape type,138.6069238,-34.9226568
Bike Rack,Bike Rack on RUNDLE ST (1420); it's a U Shape type,138.6063964,-34.92274979
Bike Rack,Bike Rack on FLINDERS ST (1225); it's a U Shape type,138.6066692,-34.92694625
Bike Rack,Bike Rack on NORTH TCE ASC (2003); it's a U Shape type,138.6048158,-34.92141796
Bike Rack,Bike Rack on NORTH TCE ASC (2003); it's a U Shape type,138.6049107,-34.9214131
Bike Rack,Bike Rack on PULTENEY ST (1400); it's a U Shape type,138.6056241,-34.92153397
Bike Rack,Bike Rack on PULTENEY ST (1400); it's a U Shape type,138.605626,-34.92156177
Bike Rack,Bike Rack on RUNDLE ST (1420); it's a U Shape type,138.6057792,-34.92260051
Bike Rack,Bike Rack on VAUGHAN PL (1670); it's a U Shape type,138.608865,-34.92190441
Bike Rack,Bike Rack on VAUGHAN PL (1670); it's a U Shape type,138.6088527,-34.92190417
Bike Rack,Bike Rack on VAUGHAN PL (1670); it's a U Shape type,138.6088648,-34.92205478
Bike Rack,Bike Rack on FROME RD ASC (1233); it's a U Shape type,138.6074376,-34.92065498
Bike Rack,Bike Rack on FROME RD ASC (1233); it's a U Shape type,138.6071233,-34.91991975
Bike Rack,Bike Rack on FROME RD ASC (1233); it's a U Shape type,138.6071044,-34.91988296
Bike Rack,Bike Rack on FROME RD ASC (1233); it's a U Shape type,138.6068719,-34.91933443
Bike Rack,Bike Rack on FROME RD ASC (1233); it's a U Shape type,138.6068528,-34.91930674
Bike Rack,Bike Rack on FROME RD ASC (1233); it's a U Shape type,138.606951,-34.91901154
Bike Rack,Bike Rack on FROME RD ASC (1233); it's a U Shape type,138.6072016,-34.91956801
Bike Rack,Bike Rack on FROME RD ASC (1233); it's a U Shape type,138.6072459,-34.91963811
Bike Rack,Bike Rack on FROME RD ASC (1233); it's a U Shape type,138.6072584,-34.91966387
Bike Rack,Bike Rack on FROME RD ASC (1233); it's a U Shape type,138.6074443,-34.92009935
Bike Rack,Bike Rack on FROME RD ASC (1233); it's a U Shape type,138.6074632,-34.92013424
Bike Rack,Bike Rack on FROME RD ASC (1233); it's a U Shape type,138.6076445,-34.92043828
Bike Rack,Bike Rack on FROME RD ASC (1233); it's a U Shape type,138.6076524,-34.92047125
Bike Rack,Bike Rack on FROME RD ASC (1233); it's a U Shape type,138.6076879,-34.92054118
Bike Rack,Bike Rack on FROME RD ASC (1233); it's a U Shape type,138.6077025,-34.92057419
Bike Rack,Bike Rack on GROTE ST (1260); it's a U Shape type,138.5982122,-34.92888004
Bike Rack,Bike Rack on GROTE ST (1260); it's a U Shape type,138.5981918,-34.92888165
Bike Rack,Bike Rack on GROTE ST (1260); it's a U Shape type,138.5979863,-34.92888903
Bike Rack,Bike Rack on GROTE ST (1260); it's a U Shape type,138.5979634,-34.92888858
Bike Rack,Bike Rack on PARK 22 - WIKAPARNTU WIRRA (5223); it's a U Shape type,138.5877313,-34.9391534
Bike Rack,Bike Rack on PARK 22 - WIKAPARNTU WIRRA (5223); it's a U Shape type,138.5877544,-34.93780267
Bike Rack,Bike Rack on PARK 23 - WIRRARNINTHI (5231); it's a U Shape type,138.5878489,-34.93317243
Bike Rack,Bike Rack on PARK 23 - WIRRARNINTHI (5231); it's a U Shape type,138.5877104,-34.93152186
Bike Rack,Bike Rack on PULTENEY ST (1400); it's a U Shape type,138.6057331,-34.92328011
Bike Rack,Bike Rack on PARK - HINDMARSH SQUARE (5312); it's a U Shape type,138.6052499,-34.92340537
Bike Rack,Bike Rack on PARK - HINDMARSH SQUARE (5312); it's a U Shape type,138.6051841,-34.92340745
Bike Rack,Bike Rack on PARK - HINDMARSH SQUARE (5312); it's a U Shape type,138.6051282,-34.92340922
Bike Rack,Bike Rack on PARK - HINDMARSH SQUARE (5312); it's a Steel Rail type,138.6049587,-34.92343721
Bike Rack,Bike Rack on PARK - HINDMARSH SQUARE (5312); it's a Steel Rail type,138.6048302,-34.92358277
Bike Rack,Bike Rack on PARK 14 - RYMILL PARK (5141); it's a Circular type,138.611126,-34.92272036
Bike Rack,Bike Rack on PARK - VICTORIA SQUARE (5322); it's a Circular type,138.6007703,-34.92790916
Bike Rack,Bike Rack on FRANKLIN ST (1226); it's a Circular type,138.5994995,-34.92707662
Bike Rack,Bike Rack on PARK - VICTORIA SQUARE (5322); it's a U Shape type,138.5990394,-34.9282419
Bike Rack,Bike Rack on PIRIE ST (1385); it's a U Shape type,138.6055351,-34.92554534
Bike Rack,Bike Rack on PARK 02 - PARDIPARDINYILLA (5022); it's a Steel Rail type,138.5894509,-34.8999514
Bike Rack,Bike Rack on PARK 02 - PARDIPARDINYILLA (5022); it's a Steel Rail type,138.5904614,-34.89988319
Bike Rack,Bike Rack on PARK 02 - PARDIPARDINYILLA (5022); it's a Steel Rail type,138.590443,-34.89984021
Bike Rack,Bike Rack on PARK 02 - PARDIPARDINYILLA (5022); it's a U Shape type,138.5904566,-34.89983695
Bike Rack,Bike Rack on PARK 02 - PARDIPARDINYILLA (5022); it's a Steel Rail type,138.5900086,-34.89950492
Bike Rack,Bike Rack on PARK 26 - TARNTANYA WAMA (5264); it's a U Shape type,138.5950096,-34.91766372
Bike Rack,Bike Rack on PARK 26 - TARNTANYA WAMA (5264); it's a U Shape type,138.5977697,-34.91575044
Bike Rack,Bike Rack on PARK 06 - NANTU WAMA (5066); it's a U Shape type,138.6076744,-34.90227553
Bike Rack,Bike Rack on PARK 12 - SOUTH BANK (5490); it's a U Shape type,138.5996066,-34.91704546
Bike Rack,Bike Rack on PARK 12 - KARRAWIRRA (5125); it's a U Shape type,138.6041842,-34.91791206
Bike Rack,Bike Rack on PARK 12 - SOUTH BANK (5490); it's a U Shape type,138.6040701,-34.91775756
Bike Rack,Bike Rack on PARK 12 - SOUTH BANK (5490); it's a U Shape type,138.6038891,-34.91777384
Bike Rack,Bike Rack on GOUGER ST (1250); it's a U Shape type,138.5991374,-34.93025796
Bike Rack,Bike Rack on PARK - VICTORIA SQUARE (5322); it's a U Shape type,138.5990394,-34.92828966
Bike Rack,Bike Rack on PARK - VICTORIA SQUARE (5322); it's a U Shape type,138.5990394,-34.92823105
Bike Rack,Bike Rack on PARK - VICTORIA SQUARE (5322); it's a U Shape type,138.5990398,-34.92826434
Bike Rack,Bike Rack on PARK - VICTORIA SQUARE (5322); it's a U Shape type,138.5990394,-34.92827785
Bike Rack,Bike Rack on PARK - VICTORIA SQUARE (5322); it's a Circular type,138.6007627,-34.92797467
Bike Rack,Bike Rack on PARK 02 - PARDIPARDINYILLA (5022); it's a U Shape type,138.5941419,-34.9000061
Bike Rack,Bike Rack on PARK 02 - PARDIPARDINYILLA (5022); it's a U Shape type,138.5941356,-34.90005308
Bike Rack,Bike Rack on PARK 02 - PARDIPARDINYILLA (5022); it's a U Shape type,138.5904774,-34.89986736
Bike Rack,Bike Rack on PARK 02 - PARDIPARDINYILLA (5022); it's a U Shape type,138.5904665,-34.89985099
Bike Rack,Bike Rack on PARK 02 - PARDIPARDINYILLA (5022); it's a Steel Rail type,138.5904869,-34.89994018
Bike Rack,Bike Rack on PARK 10 - WARNPANGGA (5101); it's a U Shape type,138.6036078,-34.91348769
Bike Rack,Bike Rack on PARK 10 - WARNPANGGA (5101); it's a U Shape type,138.6035379,-34.91340445
Bike Rack,Bike Rack on PARK 10 - WARNPANGGA (5101); it's a U Shape type,138.6036389,-34.91335434
Bike Rack,Bike Rack on PARK 19 - PITYARRILLA (5193); it's a U Shape type,138.6096023,-34.93765908
Bike Rack,Bike Rack on PARK 25 - NARNUNGGA (5252); it's a Circular type,138.5839714,-34.92310255
Bike Rack,Bike Rack on PARK 13 - RUNDLE (5133); it's a Circular type,138.6138779,-34.92121975
Bike Rack,Bike Rack on PARK 13 - RUNDLE (5133); it's a Circular type,138.6138995,-34.92123373
Bike Rack,Bike Rack on PARK 13 - RUNDLE (5133); it's a Circular type,138.6139001,-34.92129852
Bike Rack,Bike Rack on PARK 13 - RUNDLE (5133); it's a Circular type,138.6138865,-34.9212996
Bike Rack,Bike Rack on PARK - HINDMARSH SQUARE (5312); it's a U Shape type,138.6052228,-34.92340718
Bike Rack,Bike Rack on PARK - HINDMARSH SQUARE (5312); it's a U Shape type,138.605863,-34.92348967
Bike Rack,Bike Rack on PARK - HINDMARSH SQUARE (5312); it's a U Shape type,138.6059001,-34.9235052
Bike Rack,Bike Rack on PARK - HINDMARSH SQUARE (5312); it's a U Shape type,138.6064924,-34.92365173
Bike Rack,Bike Rack on PARK 06 - NANTU WAMA (5066); it's a U Shape type,138.6006696,-34.90518545
Bike Rack,Bike Rack on PARK 06 - NANTU WAMA (5066); it's a U Shape type,138.6006963,-34.90522879
Bike Rack,Bike Rack on PARK 06 - NANTU WAMA (5066); it's a U Shape type,138.6007085,-34.90525382
Bike Rack,Bike Rack on PARK 06 - NANTU WAMA (5066); it's a Steel Slot type,138.6003642,-34.90485693
Bike Rack,Bike Rack on PARK 27 - BONYTHON PARK  -  TULYA WARDLI (5278); it's a U Shape type,138.5821578,-34.91594929
Bike Rack,Bike Rack on PARK 27 - BONYTHON PARK  -  TULYA WARDLI (5278); it's a U Shape type,138.5821598,-34.91593715
Bike Rack,Bike Rack on PARK 27 - BONYTHON PARK  -  TULYA WARDLI (5278); it's a U Shape type,138.5780782,-34.91295569
Bike Rack,Bike Rack on PARK 20 - KURANGGA (5207); it's a U Shape type,138.6063949,-34.9382783
Bike Rack,Bike Rack on PARK 20 - KURANGGA (5207); it's a Circular type,138.6059924,-34.93876151
Bike Rack,Bike Rack on PARK 18 - WITA WIRRA (5185); it's a U Shape type,138.6099636,-34.93537914
Bike Rack,Bike Rack on PARK 18 - WITA WIRRA (5185); it's a U Shape type,138.6099275,-34.93540223
Bike Rack,Bike Rack on PARK 23 - WIRRARNINTHI (5231); it's a U Shape type,138.5846136,-34.93975378
Bike Rack,Bike Rack on PARK 23 - WIRRARNINTHI (5231); it's a U Shape type,138.5850016,-34.93942904
Bike Rack,Bike Rack on PARK 23 - WIRRARNINTHI (5231); it's a U Shape type,138.5878489,-34.93322939
Bike Rack,Bike Rack on PARK 23 - WIRRARNINTHI (5231); it's a Circular type,138.5833965,-34.93124181
Bike Rack,Bike Rack on PARK 14 - RYMILL PARK (5141); it's a Circular type,138.614266,-34.92412371
Bike Rack,Bike Rack on PARK 14 - RYMILL PARK (5141); it's a U Shape type,138.6138692,-34.92388712
